0,0,39428,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18014598539571838,0,,
0,1,24634,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18014598539571838,0,,
0,2,21057,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,18014598539571838,0,,
0,3,20531,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,18014598539571838,0,,
0,4,21060,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,18014598539571838,0,,
0,5,36210,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,18014598539571838,0,,
0,6,36209,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,18014598539571838,0,,
0,7,27849,2,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,18014598539571838,0,,
0,8,36253,2,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,18014598539571838,0,,
0,9,36262,4,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,18014598539571838,0,,
0,10,19928,2,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,18014598539571838,0,,
0,11,7010,2,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,18014598539571838,0,,
0,12,36200,2,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,18014598539571838,0,,
0,13,5707,1,0,30000,0,22,0,0,0,0,3,0,0,0,0,0,0,0,1,13,18014598539571838,0,,
0,14,36066,2,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,18014598539571838,0,,
0,15,41114,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,18014598539571838,0,,
0,16,12627,2,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,18014598539571838,0,,
0,17,12576,3,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,18014598539571838,0,,
0,18,5667,1,0,30000,0,14,0,0,0,0,3,0,0,0,0,0,0,0,1,18,18014598539571838,0,,
0,19,12630,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,18014598539571838,0,,
0,20,5702,3,0,30000,0,21,0,0,0,0,3,0,0,0,0,0,0,0,1,20,18014598539571838,0,,
0,21,25726,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,18014598539571838,0,,
